4.421886081200660556e+03,-9.887152206151113205e+03,1.231446504712670503e+03,2.059735450037505416e+03,-1.896867498669651866e+02,-2.400974930011515767e+02,-8.606701348008675723e+01,-3.290762528077503930e+02,-6.288739019361726434e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281612945230098111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.792623612495262932e+02
-9.887152206151113205e+03,3.433553235393554496e+04,-1.392516296566876554e+04,-7.799790945260378976e+03,1.065234823773945891e+03,8.032368061493635878e+02,2.981105897411462138e+02,2.228007203548228972e+03,5.005605844246468905e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.204509889451831350e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.003862573164174682e+04
1.231446504712670503e+03,-1.392516296566876554e+04,1.144004861077964597e+04,3.889875677407785588e+03,-7.780700567112280623e+02,-3.363423046149502511e+02,-1.252719120830365824e+02,-1.634939169321620057e+03,-3.837791878102675014e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.681167077140295452e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.819644320388695633e+03
2.059735450037505416e+03,-7.799790945260378976e+03,3.889875677407785588e+03,2.005579175231506497e+03,-3.012505556401454783e+02,-1.966155651581382813e+02,-6.990095219138288485e+01,-6.470750061991562916e+02,-1.465798914567180873e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.901103647062598545e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.999634804276361592e+03
-1.896867498669651866e+02,1.065234823773945891e+03,-7.780700567112280623e+02,-3.012505556401454783e+02,9.800765669766320798e+01,2.958581603167221274e+01,9.685874999179029388e+00,1.159852013315610293e+02,2.528959921223394502e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.965953275902035585e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.831363788752386199e+02
-2.400974930011515767e+02,8.032368061493635878e+02,-3.363423046149502511e+02,-1.966155651581382813e+02,2.958581603167221274e+01,2.045705806707226415e+01,7.118091662266125219e+00,5.909572196688641554e+01,1.320266414258513876e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.193013306438136793e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.577618837580978948e+02
-8.606701348008675723e+01,2.981105897411462138e+02,-1.252719120830365824e+02,-6.990095219138288485e+01,9.685874999179029388e+00,7.118091662266125219e+00,2.660374031543087714e+00,1.990897316132673112e+01,4.472594958297668732e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.096983126470178673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.011606172920095048e+01
-3.290762528077503930e+02,2.228007203548228972e+03,-1.634939169321620057e+03,-6.470750061991562916e+02,1.159852013315610293e+02,5.909572196688641554e+01,1.990897316132673112e+01,2.652589297624795108e+02,6.182142941677224712e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.969544511077995247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.335313782968172063e+03
-6.288739019361726434e+01,5.005605844246468905e+02,-3.837791878102675014e+02,-1.465798914567180873e+02,2.528959921223394502e+01,1.320266414258513876e+01,4.472594958297668732e+00,6.182142941677224712e+01,1.453618322550967612e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202390654562081676e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.149535804830371717e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.281612945230098111e-01,1.204509889451831350e-01,-3.681167077140295452e-01,-5.901103647062598545e-02,2.965953275902035585e-02,4.193013306438136793e-03,1.096983126470178673e-03,4.969544511077995247e-02,1.202390654562081676e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.901554251174566169e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.023417913616383013e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
