3.246322687909390936e-01 -3.803493694160091088e-01 -3.482965864517746368e-01
3.250095842556625092e-01 -3.799720539512854711e-01 -3.046754837527074766e-01
3.253817246951857256e-01 -3.795999135117623102e-01 -2.581744487503045415e-01
3.257447679391630713e-01 -3.792368702677851866e-01 -2.097663323580984396e-01
3.260969339525288668e-01 -3.788847042544193910e-01 -1.603194126496826910e-01
3.264377744228482148e-01 -3.785438637840999321e-01 -1.105434916330949729e-01
3.267672585237147431e-01 -3.782143796832334037e-01 -6.098250982143763738e-02
3.270862401842892786e-01 -3.778953980226588683e-01 -1.203276291989446682e-02
3.273954027625088914e-01 -3.775862354444393665e-01 3.602976815515828574e-02
3.276953198371021503e-01 -3.772863183698458855e-01 8.302219478668963759e-02
3.279869076272128869e-01 -3.769947305797353154e-01 1.288312741566291497e-01
3.282708294248506964e-01 -3.767108087820974505e-01 1.733945223316936401e-01
3.285476203737269785e-01 -3.764340178332211129e-01 2.166859137825043191e-01
3.288180661898997825e-01 -3.761635720170483643e-01 2.587050179464573940e-01
3.290825895758243691e-01 -3.758990486311236667e-01 2.994690832142942738e-01
3.293416321994778739e-01 -3.756400060074701619e-01 3.390072392753461505e-01
3.295955777084195182e-01 -3.753860604985285732e-01 3.773563028836625644e-01
3.298449631221908596e-01 -3.751366750847572318e-01 4.145578151521557286e-01
3.300902027004841699e-01 -3.748914355064639214e-01 4.506558175051726955e-01
